0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,-2.20478e-06,-9.85774e-05,-0.000377468,-0.000809705,-0.00138485,-0.00206624,-0.00282489,-0.00362928,-0.00445279,-0.00527132,-0.00606462,-0.00681545,-0.0075095,-0.00813497,-0.00868219,-0.00914333,-0.00951214,-0.00978372,-0.00995437,-0.0100215,-0.0099838,-0.00984083,-0.00959356,-0.00924426,-0.0087968,-0.00825678,-0.00763188,-0.00693209,-0.00617007,-0.00536137,-0.00452481,-0.00368242,-0.00286004,-0.00208591,-0.00139271,-0.000810049,-0.000374437,-9.55299e-05,-7.1958e-07,0,
0,-0.000111542,-0.00040537,-0.000999967,-0.00184082,-0.00291298,-0.00416054,-0.00553735,-0.00699198,-0.00847927,-0.00995758,-0.0113911,-0.0127488,-0.0140047,-0.0151371,-0.0161282,-0.0169633,-0.0176309,-0.0181219,-0.0184294,-0.0185489,-0.0184779,-0.0182159,-0.017765,-0.0171296,-0.0163171,-0.0153382,-0.014207,-0.0129421,-0.0115665,-0.0101082,-0.00860072,-0.00708283,-0.00559892,-0.00419671,-0.00292949,-0.00184443,-0.000997223,-0.000401646,-0.000109536,0,
0,-0.000240814,-0.000747357,-0.0016619,-0.00288993,-0.00441149,-0.00615439,-0.00806051,-0.0100642,-0.012107,-0.0141345,-0.016099,-0.0179591,-0.0196794,-0.0212304,-0.0225876,-0.0237309,-0.0246444,-0.0253155,-0.0257348,-0.0258963,-0.0257964,-0.0254349,-0.0248146,-0.0239421,-0.0228275,-0.0214857,-0.0199363,-0.0182046,-0.0163219,-0.0143259,-0.0122616,-0.0101799,-0.00813903,-0.00620058,-0.0044326,-0.00289452,-0.00165831,-0.000742489,-0.000238155,0,
0,-0.000367906,-0.00108246,-0.00230619,-0.00389727,-0.00582927,-0.00801377,-0.0103832,-0.0128607,-0.0153783,-0.0178715,-0.0202841,-0.0225664,-0.0246761,-0.0265773,-0.0282403,-0.0296408,-0.0307591,-0.03158,-0.0320923,-0.0322882,-0.0321638,-0.0317189,-0.030957,-0.0298862,-0.0285192,-0.0268739,-0.0249744,-0.0228512,-0.0205423,-0.0180929,-0.0155564,-0.0129934,-0.0104723,-0.00806499,-0.0058512,-0.00390009,-0.00229989,-0.00107539,-0.000364158,0,
0,-0.000480415,-0.00138475,-0.00289654,-0.00482517,-0.00713604,-0.00972339,-0.0125104,-0.0154105,-0.0183471,-0.0212483,-0.0240507,-0.0266985,-0.0291437,-0.0313458,-0.033271,-0.0348915,-0.036185,-0.0371342,-0.037726,-0.037952,-0.0378074,-0.037292,-0.0364101,-0.0351706,-0.033588,-0.0316829,-0.0294826,-0.0270219,-0.0243434,-0.0214987,-0.0185477,-0.0155588,-0.0126085,-0.00977777,-0.00715679,-0.0048243,-0.0028859,-0.00137436,-0.000475068,0,
0,-0.000578739,-0.00165443,-0.00343205,-0.00567476,-0.00833876,-0.0113002,-0.0144728,-0.0177598,-0.0210775,-0.0243471,-0.0274992,-0.030473,-0.0332163,-0.0356846,-0.0378412,-0.0396558,-0.0411038,-0.0421664,-0.0428293,-0.0430831,-0.0429226,-0.0423475,-0.0413621,-0.0399762,-0.0382055,-0.0360723,-0.0336062,-0.0308453,-0.0278363,-0.0246353,-0.0213083,-0.0179298,-0.0145842,-0.0113606,-0.00835981,-0.00567063,-0.00341689,-0.00164034,-0.000571546,0,
0,-0.000665102,-0.00189626,-0.00392066,-0.00645877,-0.00945723,-0.0127736,-0.0163115,-0.0199639,-0.0236396,-0.0272531,-0.0307301,-0.0340052,-0.0370226,-0.0397351,-0.0421034,-0.0440954,-0.045685,-0.0468521,-0.0475816,-0.0478632,-0.0476912,-0.0470651,-0.045989,-0.044473,-0.0425334,-0.0401936,-0.037485,-0.0344479,-0.0311324,-0.0275986,-0.0239175,-0.02017,-0.0164478,-0.0128484,-0.0094842,-0.00645469,-0.00390256,-0.00187898,-0.000656145,0,
0,-0.000743526,-0.00211942,-0.00437772,-0.00719947,-0.0105217,-0.0141831,-0.0180764,-0.0220837,-0.0261061,-0.0300515,-0.0338405,-0.0374037,-0.0406823,-0.0436267,-0.0461958,-0.0483561,-0.0500806,-0.0513481,-0.052143,-0.0524541,-0.0522754,-0.0516056,-0.0504487,-0.0488144,-0.0467191,-0.0441867,-0.0412496,-0.0379498,-0.03434,-0.0304841,-0.0264579,-0.0223486,-0.0182562,-0.0142872,-0.0105655,-0.00720271,-0.00436091,-0.00210086,-0.000733412,0,
0,-0.000817891,-0.00233337,-0.00482015,-0.00792183,-0.0115657,-0.0155715,-0.01982,-0.0241821,-0.0285502,-0.0328256,-0.0369236,-0.0407712,-0.0443067,-0.0474787,-0.0502448,-0.0525704,-0.054428,-0.0557958,-0.0566576,-0.0570018,-0.0568215,-0.0561148,-0.0548849,-0.0531408,-0.0508984,-0.0481815,-0.0450228,-0.0414655,-0.0375645,-0.0333871,-0.029014,-0.0245391,-0.020071,-0.0157266,-0.0116424,-0.00794307,-0.00481085,-0.00231635,-0.000807536,0,
0,-0.000891957,-0.00254762,-0.00526545,-0.00865196,-0.0126246,-0.0169832,-0.021596,-0.0263215,-0.0310432,-0.035655,-0.0400672,-0.0442028,-0.0479978,-0.0513992,-0.0543637,-0.0568563,-0.058849,-0.0603201,-0.0612527,-0.0616349,-0.0614589,-0.0607218,-0.0594257,-0.0575783,-0.0551945,-0.0522971,-0.0489187,-0.0451031,-0.0409067,-0.0364003,-0.0316696,-0.0268155,-0.021956,-0.0172191,-0.0127559,-0.00870575,-0.00527217,-0.00253605,-0.000882642,0,
